HarressarGender,Major,Institution,Experience
male,social&humanities,Other Type of School,"When I was a graduate student, an older male assistant professor (who had recently been a fellow graduate student in our department) asked me to co-edit a volume of essays with him. As we started working on this, he wanted to skype and text and talk all the time- not just about the project. Before this we were sort of friends, but not close (did not hang out outside of school). I saw red flags, but I also wanted the publication. I let it go on way too long. When conversations got awkward, I just went along with it. He would call me belittling names, and I let him. I am so ashamed and embarrassed. As things escalated, I started to be honest and confront the situation. It devolved from there. Our meetings got worse-- he would cry, freak out, call me names. He started making decisions about the book behind my back, belittling me and my contributions. I tried to confide in one of the contributors (male, also a former graduate student from our program). He believed me, but did nothing. I ended up just walking away from the project and all the work I'd done, only to have him stalk me for a whole year after this. I now carry mace with me at our annual conference, and I'm always looking over my shoulder. I can't go to our department's reception, and I avoid walking around and going to other panels out of fear. "
male,social&humanities,Other Type of School,"First year as a tenure-line Assistant Prof, a senior male colleague texted me almost every weekend to have beer with him and his male friends. I never accepted the invitation, and no other faculty member in the department received this invite. Second year as an Assistant Prof, the same male colleague began texting me various types of dick pics as well as Bristol Stool charts describing his bowel movements. Also during my second year, a female master's student came to see me during my office hours. Upon meeting with this male colleague to express her interest in pursuing a PhD, he asked her why she wanted a PhD and why she didn't just return to her home state to be someone's ""bitch."" The student was visibly shaken and looking for advice. She decided not to enter the PhD program at this university. During my third year, the senior male colleague videoed - unbeknownst to her - an inebriated female Assistant Professor kissing someone. The male colleague offered to send me the video, and I declined his offer. I believe he shared the video with other male colleagues. Since my third year, I have had resources removed from me, program administration assigned to me (really, dumped on me), and have had my merit pay negatively impacted. The new department chair, who is also male, is good friends with this particular colleague. Finally, I have had other colleagues approach me with concern about inappropriate language this male colleague has supposedly used in emails to female students. "
male,social&humanities,Regional Teaching College,"I had a job interview for a tenure track position. My first after getting my PhD. The Chair took me out to lunch, had three scotches, put his hand up my skirt and laid it on my upper thigh under the table, gave it a squeeze, and asked me if I wanted the job. I was frozen and could only squeak out, yes. I experienced incest as a child and I think that early experience, along with cultural norms, made me unprepared for what happened at the job interview. I taught in a very male field (film history as well as film production, directing, camera) and men hated having a woman teach them. My male students constantly made films where women characters were raped, mutilated, and killed. Or films where they masterbated for the camera. They would project their films and then watch for my reaction. That, too, was sexual harassment. I got no support from the male faculty to help me deal with this classroom atmosphere. "
male,social&humanities,Other R1,"In 2012, just as I was beginning to explore my options for graduate school, the Honors Program director took me under her wing, She presented herself as an academic mentor, and she also hired me as a teaching assistant and student office worker. Over three months, she began to schedule meetings over lunch and dinner, began to write handwritten letters sent to my home, and pursuing long text message exchanges. At first these were work-focused, but gradually she began expressing dissatisfaction in her marriage and making suggestive comments about me. Eventually, this escalated to direct, forward comments imagining a sexual relationship with me. When I tried to deflect these comments by explaining that I was gay, she began to push harder, trying to _—“convert_—ù me, and pressuring me to divulge details of my love and sex life, explaining that she had an appreciation for homosexual erotica. On one occasion she demanded I bring some files to her home, and when I did, she forced me into her bedroom and would not let me leave until I sat down on the bed. When I demanded an end to contact, she threatened to out me and blamed me, claiming that she believed I had been leading her on."
male,social&humanities,Other R1,"A group of grads went on a week field trip driving to Mexico with a professor, who was graduate director at that time, about a decade ago. Another prof co-led the field trip. When they came back from Mexico one who went revealed it had been a week of hell for her. He had arranged the hotel rooms so she had to sleep with him. He turned on the pay for porn. He slept naked. Incredible that he thought that that would work, but I guess that's how sexual predators think. He married one of the other grads, less than half his age, and they had a kid together. It's difficult to talk about and I was not even on the trip."
male,social&humanities,R2,One of my female faculty members was physically assaulted. The perpetrator fled the country and was arrested after he returned.
male,NotAvailable,Elite Institution/Ivy League,"An incoming professor sent me explicit messages via Facebook and offered a quid pro quo_—” he_—Èd fly me out to a conference if I stayed with him in his hotel room. He was married. I found out he_—Èd done this to other people, all with a very similar pattern of behaviors. His old institution was happy to see the creep go without needing to pursue some kind of action. He kept trying to get me to go out with him, and he kept sending me messages about sex. It made me so uncomfortable, but given his status (big time professor) and mine (an advanced PhD student at the time) I didn_—Èt feel like I could just tell him off. "
male,social&humanities,R2,"Undergrad 2001) Lecturer in History of Science flirted and made inappropriate, sexual comments/propositions to me for perhaps the first month of class. Put his arm around my shoulders or my waist. When he was rejected, he then made me stand in front of the class to answer questions, berated my stupidity, assured me that my essays could not have been written by a woman, etc. This lasted for the remainder of the semester. The final was oral. Because I scheduled late, I knew that everyone else had a casual chat and that it was a pleasant experience. My final was entirely different. I went to his office and sat across from his desk; he then got up, shut the door, turned the lights off and trained a spotlight on my face. I told him that I expected to keep my A, but was not going to submit to any further humiliation. Then I ran.Undergrad 2002) Pinned against a wall and french-kissed by my graduate student supervisor. PhD Program ) My clinical supervisor (a well-known name in my eventual field) told me that I should no longer wear heels because I was too tall and he could not see my cleavage. Further, I should definitely switch to wearing shorter skirts instead of pants because my height would no longer pose a problem for him. There were many other comments like this that I tried to ignore. Postdoc) An attending physician repeatedly flirted; when I didn't respond, he switched to emails repeatedly propositioning me in graphic terms. I said that we were both married and that I was emphatically not interested--he told me not to be a child but eventually stopped when I threatened to report him to HR."
male,applied&formal,Elite Institution/Ivy League,"Male Chair made inappropriate sexual comments to undergrads and colleagues, ranging from talking about others' sex lives, commenting on faculty and student physiques, dirty jokes, inappropriate hugging, brushing up against student arms/elbows; was taken off of tenure line due to the above (after 3 Title IX reports); put back on tenure line pending good behavior two years later; granted tenure and promoted to full professor (without dept support for either); continued with bad behavior until several students reported to dept chair and then Title IX. He later ""resigned"" following investigation. "
female,natural,Small Liberal Arts College,"I consider this gender harassment rather than sexual harassment, but I thought I would still share: When I was in my doctoral program in clinical psychology I took a course on the Teaching of Psychology. In this course the professor told us - formally in class - that it was especially important for the women in the class to pay attention and become strong teachers because as we start our families we may want to take part-time community college or adjunct positions rather than top research or clinical positions. "
male,natural,Other R1,"I was an Associate Professor at the time of this event, but it was between two of our graduate students. The male grad student was taking photographs of the female graduate student under the table, up her skirt, repeatedly -- DURING CLASS. "
male,social&humanities,Regional Teaching College,"In the first day following my arrival at the college where I would teach. I had driven from my prior position to the new location and was to stay at the home of the department chair for one evening. He invited me to have a drink with him in his living room. While his wife was preparing dinner in the next room, he sat facing me with his legs bent in a crouching position, open wide, giving maximum exposure to his genital area. Yes, he was wearing pants, but this was very creepy and I never trusted him after that. "
male,social&humanities,Other R1,"In the late 1990's, in my office on campus. The chair of a department that shares the building with my department came to my door and stood there, leering at me, giving a clear signal that he meant to block my access from my office. I told him that if he didn't leave, he'd call the campus police. Eventually, I picked up the phone and he turned and left. "
male,social&humanities,Elite Institution/Ivy League,"I was the object of ""wolf-whistling"" in the middle of an undergraduate class I was teaching."
male,NotAvailable,"More Than One Institution (feel free to elaborate in ""Comments"")","When I was a starting postdoc, a senior faculty member (male) agreed to lend me an expensive instrument. Then, he actually joined the trip (the experiment was to be done at another lab), which was super helpful. All good so far, except that on the drive, he kept playing Howard Stern's radio show, including the language, and kept telling very negative stories about his ex-wife (again, including language). Maybe he would have done it to a male postdoc too. Maybe a male postdoc would have commented more easily. In any case, not a pleasant experience at all. "
male,social&humanities,Other R1,My academic mentor pressured me to date aand become sexually intimate with a professor friend of his and to double date with him and his student-wife.
male,social&humanities,Small Liberal Arts College,"As a new employee at a research institute, I became friends with an older male IT staff member. I was eager to get to know people and thought this man was being genuine in his friendship. We went out to lunch a few times together and he would often come to my desk to chat. At some point during this time period, I noticed he was getting a creepy and he would continuously ask me out to lunch despite me turning him down everytime. One day, he came over to my desk and verbally commented on one of my facebook pictures of me in a bikini on the beach. He said ""Nice pictureee...I want to see you like that."" I was so uncomfortable, ignored him, and just continued working. I did not officially report him but I have told this story to most females in the office. I still have to see this person in the office on most days and I try to completely avoid him. He also stated at another time, ""I told my wife about you."" "
male,social&humanities,Other R1,"Chair of session where I was presenting emailed several times to tell me how wonderful my paper was. When I arrived at the conference, he inquired as to what hotel i was staying via email. I told him. He called in the evening and asked me to meet him at his hotel for drinks. He would pay for the cab. He hadn't even seen me. I refused, but I realized that I could never apply for a position at his institution and be seriously considered for a job."
male,natural,Other R1,"Chair of my department would stalk me in the halls in the evening, approach me and laugh maniacally in my face. Words cannot express how horrifying it was. I would lock myself in my office and call a colleague to escort me to my car. This was only one thing he did to me. Others I have blocked out. "
male,natural,Elite Institution/Ivy League,"I was repeatedly abused by the department member (two females, I am male)."
both,social&humanities,Other R1,"In my third year of law school at the University of Michigan in the _—…84-_—…85 school year, I went to a professor_—Ès office for help. When I got there, he told me he had been waiting for me all semester. It was absolutely a sexual come on and I think I was so terrified, I can no longer remember the details. He never touched me but thereafter also made me feel uncomfortable in class. I honestly can no longer remember if it affected my grade but I remember feeling like I had absolutely no recourse and I never told anyone except my husband. "
male,applied&formal,"More Than One Institution (feel free to elaborate in ""Comments"")","I was a first year doctoral student, older (thirties), white, out lesbian, leftist, in a College of Education, Curriculum Studies. The advisor I was assigned was a well-respected leftist professor in his fifties, and the only male African American faculty member in my program. I had taken a class and crossed paths with him during a just-completed Master's program. He requested an advising meeting; we met in his office, and after a few minutes of chatting he asked me to close his door. I did, and when I re-seated myself he said, ""I've always wanted to know, what do lesbians do? Sexually?"" I was embarrassed and creeped out. I said something like, ""I'm sure you know,"" and left the office quickly. I told another professor, also male, white, fifties-ish, who I was employed by as a graduate assistant. He brushed it off as just talk, nothing serious. I felt like I was being told to keep quiet. In addition, I did not want to be responsible for causing difficulty for one of the very few POC faculty in the department. I sent the advisor an email that I was choosing another advisor, giving no reason for the switch, and endeavored to never be alone with him again. "
male,NotAvailable,Small Liberal Arts College,"One of my co-advisors began making sexual advances. He would call me to his office and spread his legs so I was caught in between them and would have to touch him if I wanted to leave. When I made it clear that I would not put up with it, he started punishing me academically. He gave me an F for a class without an explanation. When I confronted him about the F he sat next to me and touched my leg. I pushed him away and shouted at him. He then told me he was going to kick me out of the program and he did eventually."
male,social&humanities,Regional Teaching College,"I ran into a male student I'd had a class with the semester before in the elevator up to our department. Had a basic and brief chat with him on the ride up with nothing out of the ordinary happening. Passed him in the hallway again a few minutes later, and you know that awkward dance you do with people when you're trying to get out of each other's way, but end up failing (usually to both parties' chagrined amusement)? This happened, except that he was deliberately trying to block my path. I got by him by brushing up against the wall, but not before he took the opportunity to grab me as he went by, laughing. In the immediate aftermath, I felt awkward and embarrassed, which quickly gave way to rage. I would've liked to have slapped him or told him off, but in the moment, I was just too stunned and wanted to get by to wherever I was going. Just as well, he probably would have just laughed at me more."
male,applied&formal,R2,"I was a visiting instructor at a small liberal arts university in North Carolina when one of the guys in the IT department called me at home and invited me to a party. I was new to the area and didn't know anyone. He was married, so I assumed that the party included his wife and actual guests. It didn't. He told me that I had given off the ""fuck"" vibe at work and that I shouldn't laugh at his jokes at the office as it sent the ""wrong message."" I refused his advances and he then begged me not to tell anyone, especially not his wife."
male,social&humanities,"More Than One Institution (feel free to elaborate in ""Comments"")","A colleague of mine sexually harassed me for years (e.g. ""why dont you sit in the bitch seat of my Harley and be my bitch?"", ""how do you get Mardi Gras beads?"", ""I love riling you up just to get a reaction out of you"", ""Come with my to Belize on my grant and help me with research or whatever."") My department chair always dismissed these with a ""He's a Texan""I finally complained to the office of equity and diversity and they found my perpetrator and my chair guilty. My chair immediately removed me from my director position. This was not seen as retaliation because it was pitched as part of departmental reshuffle. My perpetrator has been promoted to program steward. The university will not let me know what they will do to make me feel safe. Due to nightmares and feelings of insecurity on campus I am on FML for this academic year. All my new dean implies in his emails is, ""Fix yourself and come back soon cos there are courses that need to be taught."""
male,social&humanities,Other R1,"An unmarried prof in a graduate program at a large state university invited female grad students to come individually to his apartment for _—“a glass of wine_—ù after the last class but before grades were turned in, for the alleged purpose of _—“informal discussion about how the student liked the class and suggestions to improve it._—ù No grade was turned in for unreasonably long time, holding up completion of requirement for advanced degree. Exasperated grad student felt she should not have to go to a professor_—Ès apartment after class to get a grade, since all class work had been completed and graded already. Student eventually told her boy friend, who immediately contacted the department head and demanded the grade be posted to the transcript. The grade was then posted and there was no other response from the university. "
male,NotAvailable,"More Than One Institution (feel free to elaborate in ""Comments"")","I had two male colleagues and editors of a literary journal published by the University graphically describe the _—“fisting_—ù scene in Caligula over a _—“working lunch_—ù in which they were interviewing me for an editorial position on the journal_—Ès staff, presumably to make me uncomfortable as some sort of test of my potential _—“fit_—ù on the editorial board. At another time, after they gave me the job, (presumably because I didn_—Èt get up and walk out of that lunch or file a complaint about it) they joked about taking bets on how long I would last in Afghanistan as a reporter before I got raped. One of the two had fabricated press credentials (the other one assisted in this endeavor) so that he could travel there and bolster his CV by writing and publishing as a _—“war correspondent._—ù They bantered back and forth about the _—“over/under_—ù of my potential rape until I managed to deflect the attention and redirect the conversation back to the literary journal we were supposed to be editing. "
male,social&humanities,Elite Institution/Ivy League,"Inappropriate touching, by a prestigious senior professor. I was a doctoral student considering applying for a scholarship for which he was one of the decision-makers. I was making copies at the department at night, and he entered in the room and looked at the article I was copying. I mentioned my project, advisor support, and interest in applying for the said scholarship. He then abruptly reached into my blouse, where a long family necklace was lodged, and took it out, from in between my breasts. I was flabbergasted. I just remember saying it belonged to my grandparents, then disappeared and lost faith in the scholarship fairness process. Needless to say I gave up ever meeting with him again, even if there was a perfect match for my research.A second incident with another senior prestigious professor in the same department. I was working on a research paper in the field of this senior new hire, and was enthusiastic about his work. I was done with my classes, but would audit his classes, and come often to his office hours with questions, for more than a year. He was injured for months, and I was very sympathetic with his circumstances. As I made progress in my work, and by chance met his wife, he mostly wanted to discuss his personal life with me. I thought he was not ok then, but did not take it personally. Then, out of the blue, he asked me out, despite his marriage and my own committed relationship. I was profoundly disappointed - particularly given my interest in his field of research, and my expectations of his character. All the investment in intellectual interaction went to waste - no way I would be able to have him in my committee or to provide comments about my project. I then realized, through these 2 career demaging episodes, the additional pattern of disrespect going on with the few female faculty at the department, and that disrespect was a generalized practice then towards women professors in my profession."
male,interndiciplinary,Elite Institution/Ivy League,"Medical school professors often showed, at the end of a slide show lecture, a playboy centerfold or two and made lewd comments. At that time there were only 12 women in a class of 100 med students. "
male,applied&formal,Elite Institution/Ivy League,"I was on a leadership committee for a scholars program. The managing faculty member had a graduate student assistant. The graduate student got my phone number from the committee list and proceeded to call and text me repeatedly, asking for a romantic relationship. I declined. He told me he would wait for me. I told him not to. He continued to text me and harass me in person."
male,NotAvailable,Elite Institution/Ivy League,"At various department social events, other professors made lewd remarks about my wife and other women and daughters. At one party, when my wife was pregnant, she was told that pregnancy must agree with her because her breasts were filling out and looked sexy, and that I must be loving that. I was standing right there! Neither of us knew what to say. At another party, one of them looked my wife up and down from the back in a lewd manner while standing in line to get pot luck dishes and commented on what a sexy figure she has. Again, this is in front of me, so I don't know if that classifies as sexual harassment of her or of me, or of both. At another party, one of them came up behind someone else's tween daughter and pushed her into the pool and then remarked that she was beginning to look great in a wet T-shirt. When I got tenure and my daughters became a bit older we stopped going to social events like the Christmas party, crawfish boil, and so on out of disgust at this toxic department culture. And we didn't want to expose our daughters. I can't remember the last time I went to any department social event (or ""total creep show,"" as my wife refers to them)."
male,social&humanities,Other R1,"In January 2017, I was participating in a meeting for a committee that I've been a member of since its inception. We had a new (interim) president who came to the meeting to discuss his ideas. When he entered the room, he went around the table introducing himself to everyone. He skipped over me. I'm not faculty - professional staff - so I'm unfortunately used to that. He came back around and stopped behind me. Before I had the chance to turn around, he placed his hands on my shoulders and started massaging them while talking to the other members of the committee. I froze. I had never met this man. There were faculty (all tenured) in the room, as well as law enforcement (who are part of the committee). Nobody said or did anything. I did not report it because he was the new president. He was essentially a political appointment brought in to drastically cut spending at the institution. He was very connected politically and despite the witnesses, I knew the only outcome would be my termination. I reported it to my boss (male), but he didn't do anything (or offer to do anything)."
male,social&humanities,Other Type of School,"There is a senior white male scholar notorious for engaging in sexual harassment. He uses social media and conferences as well as offers of help (tenure letters, facilitating opportunities at journals and conferences) to try to start relationships with junior female scholars. I have witnessed him making a female graduate student sit on his lap at a conference off-site reception. I've heard from others about issues with graduate students. "
male,social&humanities,Elite Institution/Ivy League,"Was told when I arrived at new job that a particular faculty member liked to ""bully women""; saw him flame a junior female colleague, in her first semester, on an all-fac listserv; he wanted to get drinks before a department event, I said yes to try to be ""collegial"", but over drinks we got into a disagreement about something work related, and he ended up first standing over my chair, raising his voice at me in public to shut me down, then when I drove him back to campus on the way to the event he continued to yelled at and belittle me (while I was driving), culminating with him saying that if people shared my opinions I would be ""raped in [my] own bed."" I had to avoid him at future events because he would get drunk and suddenly his hand would be on my shoulder or arm or back. "
male,NotAvailable,Elite Institution/Ivy League,"1981-1988 The technician in a lab where I was doing a research rotation became obsessed with me. He left notes in my mailbox, left gifts at my apartment, changed his running training schedule and location to match mine, left messages on my telephone answering machine. He stalked me for 7 years even though he lost his job, agreed in mediation to leave me alone, and was told by the police that what he was doing was illegal and a felony in North Carolina. I was on the verge of going to court for a restraining order when I got a job offer in a different state and moved away. He got my new phone number and address, sent a few letters and then telephoned. My (male) partner answered the phone and he hung up, then sent a letter telling me what had happened. I didn't hear from him again. "
male,NotAvailable,NotAvailable,"I was applying for a job at a well known academic institution, my alma mater in fact. When I did not get the job, I was informed through a lunch meeting with a old classmate who is a fellow alum . When the meeting was over, he came to give me a hug and instead put his hand on my head, pulled me in for a kiss and stuck his tongue down my mouth. I protested and tried to stay away from his after that but ran into him at several alumni events where he did the same thing. I have stopped going to many alumni events, stopped applying for positions at my alma mater. "
male,natural,Small Liberal Arts College,"I signed up for an independent study after lack of enrollment cancelled an advanced class. The professor's office was in a locked facility (due to the presence of specialized equipment). He scheduled our meetings to be after the normal work day. No one else was around. No one could get in. He had a mini-fridge he kept stocked with beer and had always started drinking before I arrived. He pressured me to drink with him, pressured me to drink faster. I'd prepare questions about the material, he would tell me stories about past exploits with famous people in the field and make sexual innuendos about the one prominent female scientist, implying past relations with her. When I tried to redirect, or end the meeting, he would imply that only unintelligent or lazy people would want to talk about that or end the meeting so early. The first several meetings ran nearly three hours; he would finally let me go once it became obvious that I was never going to ""relax"". He would go pee in the sink of the adjoining wet lab space that was 30 feet away from his desk rather than end these meeting. There was a line of sight and could hear him relieve himself. I would finally be dismissed around 9:30 or 10 pm. The guy was a ""genius"" professor and I was some idiot graduate student. I minimized the number of meetings, read every book I could find on the topic, wrote a 15 page paper about the aspect of the technique that interested me the most, turned it in by the end of the semester and hoped the whole thing would go away. I made sure not another female student crossed the doorway of that facility for the entire time I was at that institute. "
both,NotDetected,R2,"Three years ago, my department head e-mailed a sexual joke to all the faculty in our department. The joke consisted of a picture of a construction sign that had a misspelling that made the sign have an unintended sexual meaning (in our department's foreign language). Translated, the sign read ""Put yourself on two girls"" instead of ""Put yourself into two lines"". He added his own commentary to the image in the subject line. Translated, it read: ""Men have dreamed of it, this equipment department has done it [created this sign]"". Then at our department meeting that week, this same department head asked the two women present (not the other male faculty) if they had gotten the joke. My female colleague insisted that she hadn't read the e-mail. I said that I had gotten it. My chair then asked me to explain the joke to the others in the room (including a student). I refused, stating that I felt it was not appropriate. "
male,social&humanities,Other R1,"Among the more minor things such as having my appearance commented on regularly and having male colleagues come into my office without knocking when the door is closed and so on, I have been asked out repeatedly by professors whose courses I was taking as a grad student, asked out repeatedly senior colleagues, groped by a senior male colleague/administrator, received sexually explicit and unsolicited emails from senior male colleagues, been called to an administrator's office because one of these colleagues wanted to understand why I was ""besmirching his name"" even though I hadn't said a word about his behavior, and I have been intimidated in person and via email by perpetrators so that I would not go public about these incidents. "
male,social&humanities,R2,"This happened when I was still a graduate student. I was asked by my advisor to help host a visiting scholar from a university outside the U.S. After some conversation, that visiting scholar mentioned that there was a postdoc available at his university. I was still in the my second year of graduate school, but I asked about the postdoc, such as what is its title and how would I apply? That person verbatim told me, ""you get to know me"". I did not say anything. Afterwards, he kept leaving me notes on my apartment door and asking me to hang out with him. I declined and avoided answering the door. Years later, I saw him again at a small conference. I had just made it public that I was engaged. That scholar's vibe became weird (because I was engaged?) and he left the conference early but right before leaving, he grabbed and kissed me. (I never did apply for that postdoc)."
male,social&humanities,Other R1,"This was just the worst of, and by, many. The year was mid-2000s. I had known this person for several years during and after graduate school. I drove him home one night after dinner, he invited me to get a book, and once in his apartment, began trying to kiss me. This was a complete shock; he'd never pulled anything like this with me. I pushed him away several times on my way to the door. However, before I reached the door, he was able to grab me and hold me down long enough to shove his hand down the back of my skirt and under my tights to shove a finger up my ass."
both,social&humanities,Other R1,"In the first year I went on the job market, still ABD, my dissertation director sexually propositioned me, out of the blue and while his wife was out-of-town. I turned him down. Decided not to report after talking to another faculty member (a woman), who said, ""this happens all the time,"" and, ""can't you just work with him""? "
male,NotAvailable,Elite Institution/Ivy League,I was repeated asked by a male faculty colleague to share a hotel room with him at a professional conference.
male,social&humanities,R2,"Pervasive and persistent harassment that led to me leave a tenure track job during the recession. There were so many incidents that it would be impossible to list them all. This person smacked a female faculty member on the behind and told her ""congratulations bitch"" for completing her online sexual harassment training, he would call female students bitches in class and at dept. functions, he mocked a female student for her weight in front of a large group of students, he pressured at least one female student into sexual acts (I believe she wasn't the only one), constant belittling, bullying and intimidation including screaming and physically threatening me when I tried to discuss his treatment of female students, a sudden vengeful turn in my tenure reviews when this person was added to my committee, requiring me to change offices every year, plopping himself down in my office and telling me about how he cheated on his wife, gas-lighting me, etc. etc., etc. "
male,NotAvailable,R2,"Grad school; a star professor clearly and persistently hitting on/ flirting with another (female) classmate. This caused a great deal of difficulty in the class, because the rest of us felt that she was getting special treatment because she was pretty. We were inclined to blame her for being flirtatious. At the same time she was very disturbed by it and made a point of not being alone with him. This (married) prof had a reputation for hitting on female students but always ""waited to be asked""; was rumoured to have had several affairs with students (his wife had been a former student, but also others, both before and after my time). This introduced sexual competition into an environment in which we should have been judged for intellectual activity only.He also had a favourite undergraduate student, admittedly brilliant, who spent hours alone in his office with him and flaunted this to everyone else; again causing other students to feel as if we had to compete for his attention through sexual attractions rather than through intellectual prowess. And this element of sexual competition introduced rivalry where it should not have been. So, for example, I didn't like either of these students simply because they got his (sexualized) attention. This should not have been an issue. They were not the problem. He was the problem.And here I want to mention an issue that I'm not sure if others have mentioned. Partly because I knew he was ""available"", I had a huge crush on him. I did nothing about it, and avoided him as much as I could because I was ashamed of how I felt. It felt like my fault; that I was the one was sexualizing the environment by having a crush on him. And I think that female students, in particular, tend to often have crushes on male profs; and it is the prof's job - because he's the one with the power - to downplay that, ignore it, and desexualize the environment as much as they can (which, obviously, he didn't.) But I felt as if I was to blame. And I was jealous as hell of the students he was paying that kind of attention to. Was I not pretty enough? Was I not smart enough? This complicated grad school. And I should say: this paragraph was hard to write. I am still ashamed of myself and still blame myself. Perhaps rightly. I finished my degree 25 years ago. "
male,social&humanities,Other R1,A senior co-worker pressured me to date him
female,social&humanities,Other R1,"Mine is a 1990 hostile environment case: a pattern of animus and obstruction of degree completion that I--but not a similarly-situated male colleague--experienced. The male colleague and I had nearly identical committees (including the same dissertation chair) and were at the same stage, i.e., ready for defense and graduation. One of our reading committee members, TL, withheld his signature so that I could not set a final defense date and insisted on reviewing my statistical analyses in detail; however, TL allowed the male colleague to set a defense date (August 3) with no prior review of his statistical analyses. During June-July 1990, I endured four 2-3 hour meetings with TL reviewing statistical printouts (at one point, taking a phone call and asking the [unknown] caller whether they thought my analysis strategy was ""stupid""). TL demanded that I conduct analysis and put them in the dissertation; then at the next meeting, he'd insist I take them out. Another committee member (CL) who held a joint appointment in the statistics department had no concerns with either my analysis strategy or findings. I reached a breaking point in late July, when another faculty member intervened with my dissertation chair, who evidently talked TL into allowing me to set a defense date. The defense date (August 16) required me to change my travel plans (I'd accepted a job 2300 miles away and was flying out to begin teaching in late August). My defense ran nearly three hours (most other students' defenses were less than two hours), and when the committee called me back into the room, TL said (twice) ""Congratulations, Dr. [name of male colleague]."" TL demanded additional changes that required me to register and pay for fall quarter tuition, and when I sent them he delayed reviewing the final document so long that I feared I'd have to fly back for a second defense (the university required another defense if the final document was submitted after more than 60 days). In the end, it cost me $1500+, a gigantic hit to my self-esteem, and an incredibly stressful start to my new job. About 6-7 years later, he pulled the same routine with another female student who asked him to chair her committee. She documented every nasty comment and discriminatory action, and he was eventually removed as her chair."
male,natural,Small Liberal Arts College,"A tenured philosophy professor (Ethics) at my school flirted with me online, then raped me in his office "
male,social&humanities,Elite Institution/Ivy League,"I went out to celebrate a friends birthday and ran into my organic chemistry lab instructor, who was a graduate student at the time. He bought me and my friends drinks and hung out with us the entire night. One of my friends drank too much, and he offered to help get her home. When we got back to her apartment, I almost immediately fell asleep on a blow-up mattress in the living room. The next morning, I woke up to someone brushing his hand up and down the side of my body. It was my instructor. He called me several times a day for a week or so, asking me out. Each time I let the call go to voicemail. Other than with my friends in the apartment, I have never spoken about this incident because I've been incredibly ashamed and embarrassed, thinking that may be it was something I did that let him think it was okay to lay down next to me. Now I'm aware enough that this was not my fault."
male,natural,Other R1,"Me and fellow students often got remarks on our physical characteristics, often got stared by male professors. "
male,social&humanities,Other R1,"December 1990. I had graduated from my B.A. in French, and was in France for a year. My advisor invited me to meet him and his wife for coffee one evening. Because I had babysat their two children through my undergraduate studies, I thought it was a lovely gesture, and agreed to meet them. The venue changed from a coffee house to a bar--again, not a problem, because I knew them well. I arrived, and my advisor was in his car smoking a joint, and beckoned to me to get in the car with him. He said that his wife couldn't make it, and asked if I wanted to go see a particularly gawdy Christmas light display with him nearby. He started the car, and drove toward it, then parked. He grabbed my hand and shoved it between his legs, and pulled me close. I was so stunned, I didn't know what to do, but pulled away while he told me of his stress getting tenure, then having terrible reviews from his graduate students the semester before. He kept talking, then drove back to the bar. We went inside, and I tried to act as though nothing was strange, then left quickly after finishing a beer.I was upset, but thought he was high and would forget about a lapse in judgement. I did go to graduate school, and was forced to take a sparsely attended rhetoric class that he was teaching, because ***'s class was full. It was a topic I loved, but throughout the class, my professor continued to harass me, suggesting first that my paper was brilliant (but only gave me a B+), and offered to help me in his library carrel. I didn't go. He gave me information about a conference, and told me that I should submit a paper there. I hesitated, and he called me one night, asking me if I was going, so he would be sure to go, too. I didn't submit a proposal--even though it would have been a great opportunity for a first semester master's student. I avoided him for the rest of my studies, and did well. I was given a paid position assisting the editor of a major journal, and the graduate advisor asked me to stay for my PhD. Unfortunately, my professor presented a question on my master's exam that I could never have anticipated--it had nothing to do with my studies, and did not allow me to demonstrate what I did know, and so far from what other students were given that I was blown away. I knew a little--it was related to a French psychologist--and tried to answer, but was absolutely devastated, and sat in the exam sobbing for two hours before trying to write--about two pages, actually--then leaving. All the events in the car, and for that semester, came back to me, and I realized that he wanted me gone.In my orals, the department head sat beside me, and reassured me as I talked about the other questions. The question from my harasser did not come up once, and I tried to mention it (had become nearly an expert by the time of those exams!), but the committee kept switching the topic, and then said that the question was ""unusual"". The harassing professor did not say much at all that day, which was very unlike him. The following week, the graduate advisor told me that he was ashamed of my written exam, and told me that I was not allowed to return. I did, however, pass my master's exam. I really felt that they wanted to get rid of me quickly and quietly.I am incredibly grateful, in particular, to one professor, who believed me. He was excluded from my exam process because they scheduled the exam while he was on an extended trip to Brazil. He told me that he felt this had been intentional. He was extremely well regarded (***'s biographer, among other things), so it meant a lot to me that he tried to help me. "
male,social&humanities,Other R1,"I was a postdoc in a genetics lab. Two male graduate students would frequently berate the female undergraduate students for things like their weight and relationships. One of the undergraduates remained in the lab after her graduation. The professor who ran the lab and she were involved in an inappropriate relationship, and the woman was fired, apparently when the professor's wife found out about the relationship. The incident was not common knowledge, but was known to another female graduate student in the lab whose was close friends with the woman. I found out when the professor himself confessed to me a few years later. He justified his behavior because he said I knew he was not treated well at home by his wife."
